,0
301,"𝕸𝖊𝖍𝖒𝖊𝖙 𝕭İ𝕽𝕷İ𝕶
@mbirlik63
·
7 Oca
@SuperYardim
 @superonline
 @TurkcellHizmet
 @Turkcell
 Arıza kaydı oluşturmaktan başka hiç bir işlem yapamıyoruz. Arıza kayıtlarından da hiç bir sonuç alamıyoruz. Muhatap yok. Otogardaki seyyar satıcıdan alınmış ürün gibi elimizde kaldı #Superonline .
1
1
1
145"
302,"Pinar Ağar
@AgarPinar
·
12 Eki 2023
@SuperYardim
 O kadar bezdirici bir durum haline geldi ki zaten bulunduğum bölgede İstanbul SARIYER Fiber yok Orta Çağ hızında kullanıyordum şimdi oda gitti. Anksiyete, zaman ve maddi kayıp yaşamak için fatura ödemek istemiyorum.
1
13"
303,"45likonur
@45likonur
·
21 Eyl 2023
@SuperYardim
 hem paketiniz bitiyor diye darlıyorsunuz hem de uygulamanızdan paket değişikliği yapınca hata oldu arayın diyorsunuz.Ulan bir kere sadece bir kere şaşırtın ya !!!
1
15"
304,"bülent şenol
@senol_bule76491
·
18 Ara 2023
@SuperYardim
 25 günlük gelmeyen teknik ekibinizi tebrik ediyorum.insallah ölmüşlerdir.internet 25 http://gündür.ne yapalim yalvaralim mi size
1
9"
305,"_rerum_
@_pacem
·
17 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Arıza için ekip saat 13.00 da geleceğiz dedi, 3 saat geçti haber yok. Müşteri hizmetlerinizi 2 defa aradım yine gelen giden yok. Tüm gün bekleyerek geçti sorun da çözülmedi. Böyle rezillik olur mu? 
@SuperYardim
 @TurkcellHizmet
  @Turkcell
1
31"
306,"Mert Demircan
@meertdemircan
·
25 Eki 2023
@SuperYardim
  bu nasıl bir internet 100mb 3 saat oldu girmedi bu ne saçma bir şey evden çıkamıyorum başında beklemek zordamıyım
1
25"
307,"hknylmz
@hakanylmz31
·
26 Oca
@SuperYardim
 merhaba, 2 hafta önce işyerimde internet kesilmişti bir gün boyunca gelmedi şu an tekrar kesildi 10-15 dakikadır yok. arıza kaydı oluşturmak istiyorum
1
28"
308,"erkan yılmaz
@erkanylmaz25240
·
16 Kas 2023
@SuperYardim
 superbox ürününüzü ve hattınızı uzun süredir kullanıyordum  memnundum ancak taşın dilim yerde  rüzgarın yönünü göre geliyor gidiyor  532 ye yazdırdım  yardımcı  olmayacaklarını  bu gün bildirdiler madem öyle hattınızı değiştirelim dediğimde ceza yazıyorsunuz bu neya?
1
28"
309,"Eecan Kahya
@ercankahya2010
·
25 Eki 2023
@SuperYardim
 istanbulun göbeğinde yaşıyorum ve tam 9 gündür superonline arizami gideremedi siz ne hızından bahsediyorsunuz. Tam 9 gün oldu ya ben böyle bir rezalet görmedim 9 gün ne demek ya, olmuyorsa olmuyor dersiniz, her seferinde hallediyoruz efendim diye insanları kandirmayi
72"
310,"Mehmet Bilgin
@bilginsmehmet
·
30 Eyl 2023
@SuperYardim
 sizin hatanız nedeni ile üyelik iptal etmek istedim cayma bedeli istiyoruz diyorsunuz. Verilen söz tutulmadı Superonline pişmanlıktır anlamış oldum. Hali hazırda 15 yıllık Türkcell mobil müşterisiyim ilk fırsatta onuda iptal edeceğim.
1
34"
311,"Ramazan DİREK ᴮᴶᴷ
@memberofcArsi
·
12 Ara 2023
@SuperYardim
 40 DK dır telefonda müşteri temsilcisi bekliyorum. 2023 yılındayız !
1
75"
312,"Bulent KAYA
@blent19782
·
25 Eki 2023
@SuperYardim
 iki ay önce taktırdığım Süperonline internet sürekli kopma sorunu yaşıyorum. Çanakkale’nin merkezinde internet 3 gündür yok. Merkezden arayıp ilgileniyoruz diyorlar. Dün ekip gelecek denildi gelmedi. Sonuç internetim yok. Bende Türkcell aşkı bitmiştir. 
56"
313,"Aydın Ates
@baates1907
·
7 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
superonle yam bir hayal kırıklığı benim için
4"
314,"Rodman91
@Rodmansonu91
·
1 Eki 2023
@SuperYardim
 @TurkcellHizmet
 
Haftada bir mutlaka durup dururken bağlantı kesiliyor, aradığımda da bölgenizde problem var, tahmini x saatte çözülmüş olacak diye bir kayıt duyuyorum.
Acaba hiçbiriniz bu kesinti olmadan bu bilgiyi vermeyi akıl edemiyor musunuz?
2
47"
315,"Hikmet
@hikmet87
·
9 Eki 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 ev İnternetim yaklaşık 1aydır berbat derecede pansuman tedavisi değil adam akıllı altyapı hizmeti verin sürekli şikayet yazmaktan bıktım, bu işi yapamıyorsanız bu sektörde ne işiniz var???
1
17"
316,"Dr. Fatih Hakan ÇAM
@drfhcam
·
6 Eki 2023
@SuperYardim
 #müşterihizmetleri görüşmeyi yarıda kesiyor. Müşteri numaram: 57068493 Şu an internetim yok. 
@Fiberintenet
 çalışmıyor. 
@Turkcell
 @TurkcellHizmet
  @superonline
 #superonline #superonlineçalışmıyor #turkcellsuperonline
80"
317,"erdem
@erdemhatun
·
5 Oca
@SuperYardim
 siz ne rezil, ne utanmaz arlanmaz bir şirketsiniz be! Hem adam akıllı hizmet vermeyeceksiniz, hem üç kuruşun peşinde ücretli servis itelemeye çalışacaksınız! Ulan 1000 katını harcarım o paranın gene size 300 tl vermem! Kimse benim hakkımı yiyemez! Görüşeceğiz!
1
16"
318,"msclk
@mstfopt
·
15 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
Superonline almayın , ben aldım pişman oldum. İnterneti bağlamayın sonra sorun yaşanınca servis ücreti yansıtan bir firmadır. Asla tavsiye etmem. Pişmanlık yasamayin
21"
319,"maraşlı46
@mlkduba2542
·
28 Eyl 2023
@SuperYardim
 benim onayım olmadan yada görüşme yapılmadan tarife değişikliği yapılmış. nasıl oluyorda böyle birşey yapılıyor
1
25"
320,"hzKybeLe
@HzKybe
·
20 Eyl 2023
@SuperYardim
 anlamadim ne zamandan beri abonelik iptali yaperken fatura miktari nerden odedigim onemli oluyor? Kimlik bilgilerimi verdigim halde bin tane soru sorup isleminizi devam ettiremiyoruz ne demek?
1
11"
321,"༒HANDE༒
@bellahan94
·
23 Eki 2023
@SuperYardim
 internet sıkıntısı yaşıyorum dm den yazdım dönüş olmadı acil durum lütfen halleder misiniz?? 
1
18"
322,"Ghost_Of_Oz
@plastique1912
·
15 Ara 2023
@SuperYardim
  İzmir Güzelbahçe'de başka alternatifimiz olmadığı için kullanmak zorunda olduğumuz superbox 1 aydır inanılmaz yavaş ve defalarca talep oluşturmamıza rağmen baz istasyonu problemi giderilmiyor.
1
27"
323,"*
@wearerollinston
·
10 Eki 2023
@SuperYardim
 benim problemimle ilgilenmek icin kac yuz yil
Lazim size?
1
14"
324,"ibrahim camci
@ibrahimcamci
·
1 Kas 2023
@SuperYardim
 500 olan İnternetimi 100 bile alamıyorum kusursuz hizmet isteyen herkese tavsiye ederim
1
7"
325,"mehlika karakaya
@mehlikaataer
·
14 Kas 2023
@SuperYardim
 Superonline TV dört kere cihaz değişti tarafınızca ancak yine TV açılmıyor nasıl bir sonuç elde elde edeceksiniz
21"
326,"Özgür Aksoy
@ozgur1aksoy
·
12 Ara 2023
@SuperYardim
 @TurkcellHizmet
 @BTKbasin
 #superonline #turkcell
Özgür Aksoy
@ozgur1aksoy
·
12 Ara 2023
@TurkcellHizmet @SuperYardim 08.12.23 cuma gününden beri internet hizmetini bölgemize veremiyorsunuz. Defalarca şikayet oluşturduk hiç bir gelişme yok. Saha ekibiniz konuyu altyapı ekibine ilettiğini dönüş alamadığını iletiyor. Ücretini ödediğim hizmeti ne zaman sağlayacaksınız?
1
103"
327,"serkan çallıoğlu
@sekocal
·
9 Ara 2023
@SuperYardim
 evdeki internet hızım, yürüyüp bayiden gazete alsam daha çabuk ulaşırım bilgiye
2
75"
328,"Yadigar çelik
@Umydgr79
·
22 Kas 2023
@SuperYardim
 bana yardımcı olunmuyor bir haftadır internetim yok saçma sapan sorularla surekli oyalaniyorum. Yazıklar olsun. Aynı sorular tekrar tekrar soruluyor. Bi de kendi alanında hesapta lider firma olacaksınız
1"
329,"Merve Tunca
@tunca_merve
·
27 Eki 2023
@SuperYardim
 Tuzla Aydınlı mahallesi 24 saati geçmek üzere internet yok maalesef.
1
67"
330,"Kıskanç Patates
@Kiskanc_Patates
·
1 Kas 2023
@SuperYardim
 merhaba sözleşmem bitiyor mobil uygulama üzerinden gösterilen paketi seçtiğimde hata alıyorum müşteri hizmetleri aynı paketi göremiyor mağduriyetimin giderilmesi için yardımcı olur musunuz?
1
14"
331,"ArmaganJK
@armaganjk
·
5 Oca
@SuperYardim
 gece gece fiber internetimiz neden kesildi acaba
1
38"
332,"Solmaz Doguturk
@SolmazDoguturk
·
6 Eki 2023
@SuperYardim
 Dün akşam saatlerinden beri tamamen internet iptal. 6 aydır yerlerde duran üzerinden geçen arabalar kamyonlar en sonunda kablonun bir kısmını kopardılar. Bari yerde duran kabloyu düzeltseniz. Ama biz boşuna buradan yazıyoruz. Çünkü hep aynı yazışmalar.
8"
333,"can
@bediiercantekin
·
22 Eyl 2023
@SuperYardim
 adlı kişiye yanıt olarak
5325320000 nolu telefonuza 3 gündür ulaşılamıyoruz
1
18"
334,"hknylmz
@hakanylmz31
·
15 Oca
@SuperYardim
 Merhaba işyerimin internet bağlantısı yaklaşık 15 dakikadır kesik telefonla arayarak kayıt oluşturdum internet olmadan iş yapamıyorum
1
27"
335,"Burak
@BurakSyds
·
21 Eki 2023
@SuperYardim
 taahhüt yenileme için iki seferdir arıyorum, sistemlerimiz son aşamada hata veriyor. Ben mi müşteriyim, siz mi anlamadım. Geri de aramıyorsunuz. Müşteri memnuniyetinden anladığınız buysa like atın da farklı bir internet sağlayıcıya geçeyim.
21"
336,"ALTINTAŞ
@07altintas
·
24 Kas 2023
@SuperYardim
 TVPlus hediye ediyoruz diye gönderip ücretini faturama yansıtmak nasıl bir mantıktır SuperOnline?
1
50"
337,"𝓕𝓐𝓣𝓘𝓗 𝓢𝓔𝓝 ®
@senfatih1903
·
15 Eki 2023
@SuperYardim
 cuma günü teknik servis  talebi girmeme rağmen halen gelen giden olmadı sabah bir kere aradım yetişemedim telefona ne arayan var ne soran sağolun 2 günü mü berbat ettiğiniz için
1
10"
338,"Nur Eren
@nureren
·
6 Oca
@SuperYardim
 superyardım değil süper eziyetsiniz
1
15"
339,"birnurciftci
@brnrciftci
·
21 Oca
@SuperYardim
 arıyorum ancak ulaşamıyorum. Göndermiş olduğum aksesuarları göndermedi deyip birde ceza kesiyorsunuz var mı böyle bişey ya?
8"
340,"NUH ALBAYRAK
@NuhAlbayrak
·
3 Kas 2023
@SuperYardim
 Müşteri hizmetlerinde, (0850...) tam 25 dk ""1. sıradasınız"" anonsunu dinledikten sonra pes ettim.
Tebrikler 
@Turkcell
 tebrikler superonline hizmet!
1
42"
341,"metehan sancaktar
@fztmetehan
·
29 Oca
@SuperYardim
 zam yaptıktan sonra iyice boka sardı internet rezil bir internet var
8"
342,"Av. İsmet Bahadır
@bahadir_ismet
·
21 Eyl 2023
@SuperYardim
 1 haftadır internetimiz yok. Ailedeki herkesin internet üzerinden iş yaptığı bir evde her gün müşteri hizmetlerini aradık. Çözüme yaklaşıyorsak bile haberimiz yok. Herhangi bir bilgilendirme yapılmadı.
1
16"
343,"Osman Ozdemir
@OsmanOz29516670
·
23 Eyl 2023
@SuperYardim
 
Merhaba,
İnternet sorunum var ne zaman düzelecek?
1
9"
344,"h.Kdnz
@hakan60tokat
·
19 Eyl 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
  Almış olduğum superonlyn malisef yine herzaman olduğu gibi kendini arızaya bıraktı yine müşteri hizmetleri her aramada ileri saat vermeleri başladı geçen arıza 4 günde zor yapıldı bakalım bu 1. Gün verdiğim paraya yazık ettiniz.
23"
345,"Yusuf Kelebek
@ysfkelebek
·
3 Kas 2023
@SuperYardim
 Turgutlu/MANİSA Acarlar Mah. Bölgesinde teknik bir arıza nedeniyle iki gündür internet yok ve ne zaman geleceği konusunda hiç bir bilgi yok. Müşteri hizmetlerini aradığımda telesekreter sürekli ileri bir saate atarak tahmini çözüm süresi sunuyor.
1
21"
346,"Snejniybar
@snejniybar
·
13 Kas 2023
@SuperYardim
 #beylikdüzü #İstanbul #SONDAKİKA #dolar Beylikdüzü’nde oturan kimse Turkcell Superonline a başvuru yapmasın. Çok kalitesiz, teknik sorunları asla çözmüyorlar, her seferinde mağdur ediyorlar…
1
78"
347,"Yavuz Selim Erdem
@yavuzselimerdm
·
21 Ara 2023
@SuperYardim
 Bir sorum olacak 
ikamet ettiğim adreste a blokta fiber olması ve benim oturduğum blokta olmaması nasıl oluyor anlatır mısınız 
Pendik çözüm merkezini aradım konuyla alakalı sizlere dönüş yapacağız dediler ve halen dönüş yok. YORUMLARINIZI RİCA 
@AliTahaKoc
 @Turkcell
1
44"
348,"Ömer Layık
@omerlayikk
·
20 Eki 2023
@SuperYardim
 ne zaman keyfiniz yetecek? Sabahtan beri sizi evde bekliyorum.

 İnternet yok arkadaşım internet. Biz işimizi internetten kazanan insanız. 

Bu kadar rezil olmamanız gerekiyor!!!!
1
9"
349,"Erkan
@onlyakiva
·
3 Eki 2023
@SuperYardim
 internetimin taahhütü bitti iptal etmek istiorm bana ulaşın
1
28"
350,"Samet ÇAKIR
@Sametcakir3410
·
3 Oca
@SuperYardim
 adlı kişiye yanıt olarak
Abone numaram 59450951. Böyle rezalet bir firma görmedim. 5 gündür internetim kesik ve çözüm bulamıyorlar. 48 saat içinde geri bile dönmediler. KESİNLİKLE TERCİH ETMEYİN.
4"
351,"Cihat Kara
@CihatKa69251012
·
25 Ara 2023
@SuperYardim
  1.5 senedir alt yapı yapılıp evimize İnternet gelmesini bekliyoruz.
1
18"
352,"MeHmEt GöK
@007MEHMETGOK
·
11 Kas 2023
@SuperYardim
 @Turkcell
 aylık ücrete %100 den fazla zam yapmayı bilen kuruluş evimde ki yayın kalitesi 0 böylemi hizmet veriyorsunuz
1
26"
353,"Erdi Merve BAY
@merverdibay
·
6 Oca
@SuperYardim
 @TurkcellHizmet
 @Turkcell
  sabah 7 den bu saatte kadar internete giremiyoruz. Aradım port sorunu denildi ve 48 saat içinde çözüme kavuşturulacaktir deniliyor. Daha oncede port aorunu okdu surekli ben bunu mu yasamak zOrundayim. Ariza kaydim var. Ama hala iinternet yk
1
26"
354,"Ottoman
@Ottoman9799
·
31 Eki 2023
@SuperYardim
 
@TurkcellHizmet
 
@Turkcell
İnternet arızam için hâlâ ele gelebilen birşey yapmadınız yan bloğumda yan dairemde internet var benim evimde yok genel arıza demekle geçiliyor bu mu Turkcell'in gücü hizmet kültürü ?
20"
355,"cemalokko44
@krdscemalokko00
·
25 Eyl 2023
@SuperYardim
 mobil den her şeyi denedim
1
47"
356,"Serkan Güler
@Serkanguler27
·
30 Kas 2023
@SuperYardim
 @Turkcell
 @TurkcellHizmet
 @Fiberintenet
 

Normalde 50 MB olan internet hızını alamıyorum. Verdiğiniz hediyedende yararlanmadım. Bilgilerinize sunarım.
2
28"
357,"Kaptan
@Caner6000
·
9 Eki 2023
@SuperYardim
 kontrol eder misiniz hizmet alamıyorum.
1
8"
358,"Nida ben
@nidabenyasen
·
16 Kas 2023
@SuperYardim
 İnternetimizi verir misiniz film yarıda kaldı da?
1
12"
359,"Kudurtucu
@Kudurtucu6134
·
26 Eyl 2023
@SuperYardim
 hay sizin internetinize!!! Bu saatlerde niye hep kesilip duruyor!!!
1
16"
360,"anilll
@hobastar
·
15 Kas 2023
@SuperYardim
 size internetim yok dediğimden beri 28 saat geçti. Bu ayıp yetmezmiş gibi 48 saat diyorsunuz. Hadi bakalım 20 saatiniz kaldı. Çözemezseniz nolcak bakalım
1
14"
361,"esbulbul
@esbulbul
·
30 Eyl 2023
@SuperYardim
 aynı şikayet kaydı için aynı gün içinde 3 farklı kişi arayıp , kaydınız önüme şimdi düştü hemen ilgileniyorum diyor. Biz sizden teknoloji bekliyoruz siz daha süreç yönetemiyorsunuz. Sonuç :  0
3"
362,"ŞAKİR DOĞAN
@sakirdogan44
·
6 Eki 2023
@SuperYardim
 ‘dan aylık 350 tl para verdiğim 100 mb lik internetimin bağlantı hızı  
@Turkcell
 @superonline
1
135"
363,"Esra Şimşek
@Esraa_Simsek
·
4 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
30 eylülden bu yana internetimiz yok. Pazar günü geleceğiz dediler. Günlerdir ne arayan ne gelen ne geri dönen var. Her gün aramaktan, kaydımın durumunu öğrenmekten bıktım. Turkcell superonline pişmanlık oldu, ya çözün ya da iptal edeceğim bağlantımı!!
26"
364,"Esra gün
@faadiyez
·
23 Ara 2023
@SuperYardim
  @Fiberintenet
 3 gündür bağlantım yok. Müşteri hizmetleri arıza giderilip kayıt kapatıldı diyor başa dönüyoruz sürekli. Bağlantı yok anlıyomusunuz yok!!! Yeter şikayet edeceğim bir merci bile yok!!!! ACİL YARDIM!!!!!!!
10"
365,"yellow&red
@Mdysonmus
·
9 Oca
@SuperYardim
 ancak şimdide duygu hanım yok öyle birsey diyor. Asıl komik kısım a geliyorum. Evinize teknik ekip gondericez ücreti mukabilinde tabii dediler. Ancak probleminizi çözemeseler bile siz parasını ödeyeceksiniz diyorlar.
11"
366,"Figen Civan
@figencivan1
·
18 Oca
@SuperYardim
 9. Kişi beni http://10.kişiye aktardı Allah sizi bildiği gibi yapsın rezaletsiniz tek kelimeyle
14"
367,"Bilge Y
@bilgeyl
·
28 Ara 2023
@SuperYardim
 @Turkcell
  Bir önceki gün 22:00’da bildiren arızaya ne arayan var ne Soran var saat olmuş 15:45 yine biz arıyoruz ve oradaki hiçbir şey bilmeyen hanımefendi diyor ki bayi size dönecek ve zaten 18’e kadar çalışıyor
1
19"
368,"Ayhan Yilmaz
@TCayhan81
·
30 Eyl 2023
@SuperYardim
 internet ı'm sürekli kopuyor vereceğiniz hizmet sefil müşteri temsilcisi ne bağlanırken hatran atıyor allah belanızı versin
1
10"
369,"Aslan Shnc
@AslanShnc
·
5 Kas 2023
@SuperYardim
  iki gündür çözülemeyen bir internet problemlerim, 24 saatte çözme vaadinizi geçtim 2 gün oldu halin aynı
1
10"
370,"Enis Veyselli
@enisveyselli
·
27 Eki 2023
@SuperYardim
  merhaba binamızda fiber optik kablolar geldi her şey kuruldu bir türlü sizlere ulaşıp hizmet alamıyorum hiçbir telefon numarasından ulaşamıyorum çağrı merkeziniz binaınızda fiber yok diyor Konu hakkında acil yardımcı olursanız sevinirim
2
14"
371,"Batu
@Batu010921
·
3 Eki 2023
@SuperYardim
 İnternet nakil talebim var 5 gündür iptal edemediniz. Sizin yüzünüzden 5 günde 100 bin ₺ zarara uğrardım yeni taşındığım evimin portunu da gasp etmişsiniz başka firmaya da bağlatamıyorum. 23. Yüzyıl haydutluğu yapıyorsunuz
1
1
38"
372,"Me(h+t) aka 𐰢𐰀𐰚𐰢𐰀𐱅
@mehmeturken
·
3 Eki 2023
@SuperYardim
 yeni taşındığım apartmandaki superonline dışındaki tüm kablolari kesen elemanınızın ismini versenize dava etmem gereken bir konu var.
23"
373,"Ali Ertan @aliertanphoto
@benoutiss
·
7 Ara 2023
@SuperYardim
 iptal ettirmenin zor olduğunu biliyordum da yeni hat almanın bu kadar zor olduğunu bilmiyordum :))) 
harikasın 
@Turkcell
 Superonline !!  Hızlı ve süper !
Bugün arıyoruz, yarın arıyoruz..Yok aramıyoruz. 
1
41"
374,"Ottoman
@Ottoman9799
·
31 Eki 2023
@SuperYardim
 @TurkcellHizmet
 @Turkcell
 @Mimaroba_
 ve bunun çözümü için müşteri hizmetleri olduğum bölgedeki personele arızayı geç bildiriyor beni mağdur durumda bırakıyor
69"
375,"Ayşenur
@aynurgokbudak
·
9 Kas 2023
@SuperYardim
 @Turkcell
  bu firma yüzünden milenyum çağında 1 ayı geckindir intarnetim yok .
38"
376,"𓅪Black Stockings FC 𓅪
@SON_LEADER
·
9 Oca
@SuperYardim
 evlere şenlik bir firmasınız tam 5 gündür int yok ..ama telekom hala gelip gidermiyor...tek bildiğiniz inceleniyor inceleniyor
20"
377,"Avcı ‘Seyyah’
@seyyah_avc
·
29 Kas 2023
@SuperYardim
 Evimize internet ve tv+ baglattık taahhütsüz denildi daha sonra kampanya bitiyor fiyat yükselecek denildi ve yeni abonelik olursa daha uygun denildi yeni tv+ ve internet baglattık digerine çayma bedeli cıkınca taahut oldugunu öğrendik suan aynı evde 2 tv+ ve internet
2
71"
378,"EkoLuka
@ekoLukajay
·
12 Ara 2023
@SuperYardim
 bu kadar kapsamlı bir arızaysa bir zahmet SMS atın, ha kesintiyse de önceden SMS atın. Sözde ""Turkcell"" superonline! Müşteriye bu kadar hoyratlik cok fazla
1
1
249"
379,"Burak
@herbokologculuk
·
20 Kas 2023
@SuperYardim
 askercell hattımı sivil hatta çevirmek için önce bayiye gittim müşteri hizmetlerini arayın dedi müşteri hizmetlerini aradım bayiye gidin diyor herkesin işi gücü yok sizin saçma sapan sisteminizle mi uğraşıcak hattımın sivil hatta acil çevrilmesini talep ediyorum
1
151"
380,"Selim
@slmkhylr
·
25 Kas 2023
@SuperYardim
 İzmir Karşıyaka yalı mahallesi hız yerlerde sürünüyor. Lütfen bi el atın
1
8"
381,"Borsa öğrenen öğretmen
@borsaci_ogretmn
·
3 Oca
@SuperYardim
 dm kutunuzu kontrol eder misiniz?
11"
382,"merve
@mervemmmsodl
·
6 Kas 2023
@SuperYardim
 bana yardımcı olmanız lazım kardeşlerim ders calısamıyrm altyapınız yok bızım koyde superboxta cok yuksek fıyat ve kotalı ki butun aıle. turkcell’i
4"
383,"Rüzgar Aybar
@ruzgaraybr09
·
22 Oca
@SuperYardim
 @Turkcell
 @TurkcellHizmet
  
Superonline sadece TV için aylık 70 lira öderken taahhüt yenileme için görüşme sağlıyorum çıkan aylık fatura minimum 285 TL 4 katı ile fiyat verilyor  böyle bir saçmalık olamaz kabul edilemez. İnternet faturam daha uygun.
64"
384,"onur sarican
@saricanonur
·
30 Oca
@SuperYardim
 @TurkcellHizmet
 5 gündür hergun yazıyorum hiç bir destek alamıyorum, günlerdir internetim yok ama fatura kesince siz kullanamadınız eksik ödeme yapın demiyorsunuz.. yardımcı olmayacaksanız iptal edin.
1
56"
385,"Esra Şimşek
@Esraa_Simsek
·
6 Eki 2023
@SuperYardim
 adlı kişiye yanıt olarak
Bir haftadır internetimiz yok. Gerçekten rezalet. Defalarca aradık ne gelen var ne giden. Herkes duysun bilsin Turkcell superonline pişmanlıktır! Dağ başındz değiliz, İstanbuldayız. bi teknik servis gönderip sorunu çözemediler. Hep oyalama çözüm sıfır!!
40"
386,"Hilal
@hilaass
·
13 Oca
@SuperYardim
 İntertimiz 3 ocak'tan beri yok. Şikayet oluşturduk defalarca, hala çözüm bekliyoruz..
1
13"
387,"Wealth Life
@Borsatakip16
·
29 Ara 2023
@SuperYardim
 adlı kişiye yanıt olarak
Hızlı diye Superonline ye geçtim. Daha 1 ay olmadan internet arızaları başladı. İnternete giremiyorum şuan. Şaka gibi..
1
28"
388,"Leylossh
@lsancakli
·
9 Oca
@SuperYardim
 yine dün saat 15:00 den beri sorunumuzu çözemediniz, dünden beri geliyorsunuz, ama hala gelen giden yok, yine rezalet yine başrolde siz !!!!!
1
19"
389,"Tuğba Çelik
@tugarscelik
·
18 Ara 2023
@SuperYardim
 adınız süper yardım ama maalesef 3 gündür hiç yardımcı olamadınız. 3 gündür evde internet yok ama çözüm de yok #superonline
1
77"
390,"Ali Yapıcı
@alicnstrctv
·
27 Eyl 2023
@SuperYardim
 merhabalar 500/100 paket kullanmama rağmen şu an 50+ping d50mb civarı u8mb civarı erişim sağlayabiliyorum kayıt açıldı lakin şuan herhangi bir aksiyon alınamayacağı söylendi ve gelecek ekipler çalışma saatler içerisinde geleceği için evde kimse olmayacak.
2
25"
391,"Solmaz Doguturk
@SolmazDoguturk
·
24 Eyl 2023
@SuperYardim
 yetkili birilerinden bir cevap bekliyoruz.  Ama yok bulamıyoruz. Olmayan kullanamadığımız İnternet faturamızı zamanın da aksatmadan ödüyoruz. Fakat sizler bir çözüm üretemiyorsunuz. Nasıl bir çözüm olacak gerçekten merak ediyoruz.
1
29"
392,"ibrahim camci
@ibrahimcamci
·
3 Ara 2023
@SuperYardim
 her pazar İnternet kesintisi nedir zaten taahhüt ettiğiniz hızı göremiyoruz bıktık çözüm istiyoruz
1
9"
393,"Arda Balkan
@ardabalkandev
·
15 Ara 2023
@SuperYardim
 sana diyor bak :) https://x.com/KayisKoptu/sta/KayisKoptu/status/1735583994010296437…
Bu gönderi kullanılamıyor.
1
34"
394,"Ozan
@_honno_
·
29 Ara 2023
@SuperYardim
 apple music kütüphanesi sizin internetteyken yenilenmiyor. 3-4 aydır güvenli internete geçmişsiniz sanıyorum. SSL hatalarıda sürekli oluyor. Dns değiştirerek hadi bu sorunu çözdük. Ancak apple music hatası halen devam ediyor.
1
49"
395,"Uğur Çakmak
@Ugur_cakmak
·
26 Eyl 2023
@SuperYardim
 Taahhüt uzatmak için gösterdiğiniz naifliği, bir senedir yaşadığım problemde umarsamamanız ne kadar tutarsız bir firma olduğunuzun bir göstergesi! 
@Turkcell
1
34"
396,"Kartal
@ozbekkonur
·
23 Oca
@SuperYardim
 İkamet ettiğimiz adreste sinyal yok uyarısı alıyoruz. 10-15 gündür ekibiniz gelecek hala gelen ekip yok! Fiber internet hizmeti alamıyoruz buna bir çözümünüz var mı?
1
23"
397,"OzgurChee
@OzgurChe34
·
29 Kas 2023
@SuperYardim
 ekibi lütfen mantıklı bir cevap verin bana. Sizin taahhüt dediğiniz yapı 6 ay önce bozarsan kalan 6 ayın tüm parasını alırım şeklinde mi? Bu nasıl bir dolandırıcılıktır? 6 ay kala sizden zaten hizmet alamadığımdan yani işinizi yapamadığınızdan dolayı ayrılacağım
1
26"
398,"Yusuf Koç
@ysfkc
·
22 Oca
@SuperYardim
 1 gbps baglantiya 600 mbit zor geliyor mt bayan ayni cumleleri kuruyor donup bir kendinize bakin direkt musteriyi suclamayin!.
8"
399,"hasan çevik
@hasancevik06
·
13 Kas 2023
@SuperYardim
 telefon hattım ile ilgili destek bekliyorum
1
7"
400,"Hasan
@eraslan_hasan
·
16 Kas 2023
@SuperYardim
 taahhüt süremiz bitiyor tarifemi 213 TL den 370 TL ye çıkacak diyorsun böyle bir zam olabilir mi? Bunun adı zulümdür.
@BTKgovtr
 @mfatihkacir
 @TCSanayi
 @ticaret
1
14"
401,"Taner
@Tanerpt
·
21 Kas 2023
@SuperYardim
 nakil islemim vardi gunlerdir bekliyorum dm den bilgilerimi iletiyorum nakil islemim tamamlanmaz ise aboneligimi komple iptal ettirecegim
1
2"
402,"Hikmet Coban
@hikmetcbn
·
4 Ara 2023
@SuperYardim
 4 gün oldu sürekli aynı sorundan internet yok kullanamıyoruz ne zaman biteceğine dair bir zaman da verilmiyor ne olacak bu durum acil çözüm istiyoruz..
1
8"
403,"Serkan GÖKŞEN
@Serkangoksen2
·
29 Ara 2023
@SuperYardim
 müşteri hizmetlerindeki Gülşah hanım hiç yardımcı olmadı ve sorunum çözülmedi. İnterneti daha iyi kullanabilmek için tarife değişikliği yaptım ancak modem arızalı ve müşteri hizmetleri sadece sinyal gönderiyor. Kesintisiz internet kullanmak istiyorum .
1
38"
